reason,machine,breakTime,nextBreak
Heat check,71M,17-06-2020 09:32:06,17-06-2020 09:34:09
Heat check,71M,17-06-2020 09:34:09,17-06-2020 10:28:45
Heat check,71M,17-06-2020 10:28:45,17-06-2020 11:27:03
Machine Breakdown,71M,17-06-2020 11:27:03,17-06-2020 12:08:35
Heat check,71M,17-06-2020 12:08:35,17-06-2020 12:09:30
Heat check,71M,17-06-2020 12:09:30,17-06-2020 13:08:19
Overheat,71M,17-06-2020 13:08:19,17-06-2020 13:22:48
Heat check,71M,17-06-2020 13:22:48,17-06-2020 13:25:09
Heat check,71M,17-06-2020 13:25:09,17-06-2020 14:18:50
Overheat,71M,17-06-2020 14:18:50,17-06-2020 14:41:08
Heat check,71M,17-06-2020 14:41:08,17-06-2020 14:45:47
Heat check,71M,17-06-2020 14:45:47,17-06-2020 14:47:49
Machine Breakdown,71M,17-06-2020 14:47:49,17-06-2020 14:51:38
Heat check,71M,17-06-2020 14:51:38,17-06-2020 15:08:02
Heat check,71M,17-06-2020 15:08:02,17-06-2020 15:10:31
Heat check,71M,17-06-2020 15:10:31,17-06-2020 15:26:22
Heat check,71M,17-06-2020 15:26:22,17-06-2020 15:31:50
Heat check,71M,17-06-2020 15:31:50,17-06-2020 15:48:31
Machine Breakdown,71M,17-06-2020 15:48:31,17-06-2020 15:57:34
Heat check,71M,17-06-2020 15:57:34,17-06-2020 16:02:28
Heat check,71M,17-06-2020 16:02:28,17-06-2020 16:38:41
Machine Breakdown,71M,17-06-2020 16:38:41,17-06-2020 17:34:40
Heat check,71M,17-06-2020 17:34:40,17-06-2020 17:39:20
Heat check,71M,17-06-2020 17:39:20,17-06-2020 17:40:09
Heat check,71M,17-06-2020 17:40:09,17-06-2020 17:43:23
Heat check,71M,17-06-2020 17:43:23,17-06-2020 17:54:15
Machine Breakdown,71M,17-06-2020 17:54:15,17-06-2020 18:01:05
Heat check,71M,17-06-2020 18:01:05,17-06-2020 18:34:45
Heat check,71M,17-06-2020 18:34:45,17-06-2020 18:34:46
Heat check,71M,17-06-2020 18:34:46,17-06-2020 19:14:56
Heat check,71M,17-06-2020 19:14:56,17-06-2020 20:51:24
Heat check,71M,17-06-2020 20:51:24,17-06-2020 21:23:01
Heat check,71M,17-06-2020 21:23:01,17-06-2020 21:32:54
Heat check,71M,17-06-2020 21:32:54,18-06-2020 06:04:05
Machine Breakdown,71M,18-06-2020 06:04:05,18-06-2020 06:04:14
Machine Breakdown,71M,18-06-2020 06:04:14,18-06-2020 07:10:54
Heat check,71M,18-06-2020 07:10:54,18-06-2020 08:06:02
Heat check,71M,18-06-2020 08:06:02,18-06-2020 08:06:52
Heat check,71M,18-06-2020 08:06:52,18-06-2020 09:00:37
Heat check,71M,18-06-2020 09:00:37,18-06-2020 09:26:00
Heat check,71M,18-06-2020 09:26:00,18-06-2020 09:48:44
Heat check,71M,18-06-2020 09:48:44,18-06-2020 09:49:03
Heat check,71M,18-06-2020 09:49:03,18-06-2020 11:31:44
Heat check,71M,18-06-2020 11:31:44,18-06-2020 11:36:22
Heat check,71M,18-06-2020 11:36:22,18-06-2020 14:14:52
Machine Breakdown,71M,18-06-2020 14:14:52,18-06-2020 14:16:34
Machine Breakdown,71M,18-06-2020 14:16:34,18-06-2020 14:21:51
Machine Breakdown,71M,18-06-2020 14:21:51,18-06-2020 14:49:18
Heat check,71M,18-06-2020 14:49:18,18-06-2020 14:56:45
Heat check,71M,18-06-2020 14:56:45,18-06-2020 15:22:53
Heat check,71M,18-06-2020 15:22:53,18-06-2020 15:30:03
Heat check,71M,18-06-2020 15:30:03,18-06-2020 15:39:08
Machine Breakdown,71M,18-06-2020 15:39:08,18-06-2020 15:48:09
Machine Breakdown,71M,18-06-2020 15:48:09,18-06-2020 15:56:56
Heat check,71M,18-06-2020 15:56:56,18-06-2020 16:54:03
Heat check,71M,18-06-2020 16:54:03,18-06-2020 16:54:49
Heat check,71M,18-06-2020 16:54:49,18-06-2020 16:56:58
Heat check,71M,18-06-2020 16:56:58,18-06-2020 18:05:19
Machine Breakdown,71M,18-06-2020 18:05:19,18-06-2020 18:05:49
Heat check,71M,18-06-2020 18:05:49,18-06-2020 18:07:46
Heat check,71M,18-06-2020 18:07:46,18-06-2020 18:25:50
Heat check,71M,18-06-2020 18:25:50,18-06-2020 19:17:17
Heat check,71M,18-06-2020 19:17:17,18-06-2020 19:40:26
Machine Breakdown,71M,18-06-2020 19:40:26,18-06-2020 20:25:54
Heat check,71M,18-06-2020 20:25:54,18-06-2020 21:39:22
Machine Breakdown,71M,18-06-2020 21:39:22,19-06-2020 05:55:01
Machine Breakdown,71M,19-06-2020 05:55:01,19-06-2020 05:55:10
Machine Breakdown,71M,19-06-2020 05:55:10,19-06-2020 06:28:30
Heat check,71M,19-06-2020 06:28:30,19-06-2020 06:45:02
Machine Breakdown,72M,19-06-2020 06:45:02,19-06-2020 06:45:11
Machine Breakdown,72M,19-06-2020 06:45:11,19-06-2020 06:49:59
Heat check,72M,19-06-2020 06:49:59,19-06-2020 06:56:00
Heat check,72M,19-06-2020 06:56:00,19-06-2020 07:10:00
Machine Breakdown,72M,19-06-2020 07:10:00,19-06-2020 08:21:41
Machine Breakdown,72M,19-06-2020 08:21:41,19-06-2020 08:48:35
Machine Breakdown,72M,19-06-2020 08:48:35,19-06-2020 11:45:47
Heat check,72M,19-06-2020 11:45:47,19-06-2020 11:46:05
Heat check,72M,19-06-2020 11:46:05,19-06-2020 11:55:32
Heat check,72M,19-06-2020 11:55:32,19-06-2020 14:34:35
Heat check,72M,19-06-2020 14:34:35,19-06-2020 14:37:20
Heat check,72M,19-06-2020 14:37:20,19-06-2020 14:42:20
Heat check,72M,19-06-2020 14:42:20,19-06-2020 14:55:49
Heat check,72M,19-06-2020 14:55:49,19-06-2020 14:59:39
Heat check,72M,19-06-2020 14:59:39,19-06-2020 15:04:43
Heat check,72M,19-06-2020 15:04:43,19-06-2020 15:09:16
Heat check,72M,19-06-2020 15:09:16,19-06-2020 15:21:20
Machine Breakdown,72M,19-06-2020 15:21:20,19-06-2020 15:50:30
Heat check,72M,19-06-2020 15:50:30,19-06-2020 16:44:42
Heat check,72M,19-06-2020 16:44:42,19-06-2020 17:52:48
Heat check,72M,19-06-2020 17:52:48,19-06-2020 18:20:39
Heat check,72M,19-06-2020 18:20:39,19-06-2020 18:26:18
Overheat,72M,19-06-2020 18:26:18,19-06-2020 18:27:47
Heat check,72M,19-06-2020 18:27:47,19-06-2020 18:32:29
Heat check,72M,19-06-2020 18:32:29,19-06-2020 18:54:18
Heat check,72M,19-06-2020 18:54:18,19-06-2020 18:58:59
Heat check,72M,19-06-2020 18:58:59,19-06-2020 19:18:50
Overheat,72M,19-06-2020 19:18:50,19-06-2020 21:35:53
Machine Breakdown,72M,19-06-2020 21:35:53,20-06-2020 05:53:14
Machine Breakdown,72M,20-06-2020 05:53:14,20-06-2020 05:53:23
Machine Breakdown,72M,20-06-2020 05:53:23,20-06-2020 06:30:05
Heat check,72M,20-06-2020 06:30:05,20-06-2020 06:31:12
Machine Breakdown,72M,20-06-2020 06:31:12,20-06-2020 07:08:07
Machine Breakdown,72M,20-06-2020 07:08:07,20-06-2020 08:04:36
Heat check,72M,20-06-2020 08:04:36,20-06-2020 09:16:43
Machine Breakdown,72M,20-06-2020 09:16:43,20-06-2020 11:18:39
Heat check,72M,20-06-2020 11:18:39,20-06-2020 11:27:51
Heat check,72M,20-06-2020 11:27:51,20-06-2020 11:35:10
Heat check,72M,20-06-2020 11:35:10,20-06-2020 11:39:16
Heat check,72M,20-06-2020 11:39:16,20-06-2020 11:47:08
Heat check,72M,20-06-2020 11:47:08,20-06-2020 13:49:33
Machine Breakdown,72M,20-06-2020 13:49:33,20-06-2020 14:38:20
Heat check,72M,20-06-2020 14:38:20,20-06-2020 14:52:55
Heat check,72M,20-06-2020 14:52:55,20-06-2020 14:54:14
Heat check,72M,20-06-2020 14:54:14,20-06-2020 15:04:10
Heat check,72M,20-06-2020 15:04:10,20-06-2020 15:11:16
Heat check,72M,20-06-2020 15:11:16,20-06-2020 15:13:23
Heat check,72M,20-06-2020 15:13:23,20-06-2020 15:42:01
Machine Breakdown,72M,20-06-2020 15:42:01,20-06-2020 16:02:03
Heat check,72M,20-06-2020 16:02:03,20-06-2020 16:05:44
Heat check,72M,20-06-2020 16:05:44,20-06-2020 16:37:23
Heat check,72M,20-06-2020 16:37:23,20-06-2020 17:30:15
Heat check,72M,20-06-2020 17:30:15,20-06-2020 17:38:56
Heat check,72M,20-06-2020 17:38:56,20-06-2020 17:39:01
Heat check,72M,20-06-2020 17:39:01,20-06-2020 18:39:01
Heat check,72M,20-06-2020 18:39:01,20-06-2020 19:07:11
Heat check,72M,20-06-2020 19:07:11,20-06-2020 20:38:03
Machine Breakdown,72M,20-06-2020 20:38:03,22-06-2020 06:04:42
Machine Breakdown,72M,22-06-2020 06:04:42,22-06-2020 06:50:03
Heat check,72M,22-06-2020 06:50:03,22-06-2020 06:54:40
Heat check,72M,22-06-2020 06:54:40,22-06-2020 07:06:46
Heat check,72M,22-06-2020 07:06:46,22-06-2020 07:16:16
Heat check,72M,22-06-2020 07:16:16,22-06-2020 07:39:03
Heat check,72M,22-06-2020 07:39:03,22-06-2020 08:21:54
Heat check,72M,22-06-2020 08:21:54,22-06-2020 09:01:02
Machine Breakdown,72M,22-06-2020 09:01:02,22-06-2020 09:14:06
Heat check,72M,22-06-2020 09:14:06,22-06-2020 10:49:17
Heat check,72M,22-06-2020 10:49:17,22-06-2020 11:35:15
Heat check,72M,22-06-2020 11:35:15,22-06-2020 11:46:55
Heat check,72M,22-06-2020 11:46:55,22-06-2020 14:59:28
Heat check,72M,22-06-2020 14:59:28,22-06-2020 15:08:28
Heat check,72M,22-06-2020 15:08:28,22-06-2020 15:18:55
Heat check,72M,22-06-2020 15:18:55,22-06-2020 15:55:25
Heat check,72M,22-06-2020 15:55:25,22-06-2020 16:16:29
Heat check,72M,22-06-2020 16:16:29,22-06-2020 16:40:56
Heat check,72M,22-06-2020 16:40:56,22-06-2020 17:41:22
Heat check,72M,22-06-2020 17:41:22,22-06-2020 18:33:44
Heat check,72M,22-06-2020 18:33:44,22-06-2020 19:17:41
Heat check,72M,22-06-2020 19:17:41,22-06-2020 19:21:26
Heat check,72M,22-06-2020 19:21:26,22-06-2020 19:47:36
Heat check,72M,22-06-2020 19:47:36,23-06-2020 06:13:50
Heat check,72M,23-06-2020 06:13:50,23-06-2020 06:15:08
Heat check,72M,23-06-2020 06:15:08,23-06-2020 06:15:26
Machine Breakdown,72M,23-06-2020 06:15:26,23-06-2020 06:27:34
Heat check,72M,23-06-2020 06:27:34,23-06-2020 06:36:43
Heat check,72M,23-06-2020 06:36:43,23-06-2020 08:04:44
Heat check,72M,23-06-2020 08:04:44,23-06-2020 09:18:27
Heat check,72M,23-06-2020 09:18:27,23-06-2020 09:38:48
Heat check,72M,23-06-2020 09:38:48,23-06-2020 09:48:16
Machine Breakdown,72M,23-06-2020 09:48:16,23-06-2020 09:58:24
Heat check,72M,23-06-2020 09:58:24,23-06-2020 10:18:21
Machine Breakdown,72M,23-06-2020 10:18:21,23-06-2020 10:39:43
Heat check,72M,23-06-2020 10:39:43,23-06-2020 11:43:34
Heat check,72M,23-06-2020 11:43:34,23-06-2020 11:44:40
Heat check,72M,23-06-2020 11:44:40,23-06-2020 11:50:10
Heat check,72M,23-06-2020 11:50:10,23-06-2020 11:57:58
Heat check,72M,23-06-2020 11:57:58,23-06-2020 12:41:19
Heat check,72M,23-06-2020 12:41:19,23-06-2020 13:02:10
Heat check,72M,23-06-2020 13:02:10,23-06-2020 13:10:43
Machine Breakdown,72M,23-06-2020 13:10:43,23-06-2020 13:20:53
Heat check,72M,23-06-2020 13:20:53,23-06-2020 14:16:08
Machine Breakdown,72M,23-06-2020 14:16:08,23-06-2020 14:18:43
Heat check,72M,23-06-2020 14:18:43,23-06-2020 14:54:26
Heat check,72M,23-06-2020 14:54:26,23-06-2020 14:55:03
Heat check,72M,23-06-2020 14:55:03,23-06-2020 15:06:57
Heat check,72M,23-06-2020 15:06:57,23-06-2020 17:20:10
Machine Breakdown,72M,23-06-2020 17:20:10,23-06-2020 17:45:01
Heat check,72M,23-06-2020 17:45:01,23-06-2020 18:58:57
Machine Breakdown,72M,23-06-2020 18:58:57,23-06-2020 18:59:22
Heat check,72M,23-06-2020 18:59:22,23-06-2020 19:27:10
Heat check,72M,23-06-2020 19:27:10,23-06-2020 21:06:43
Heat check,72M,23-06-2020 21:06:43,23-06-2020 21:14:35
Heat check,72M,23-06-2020 21:14:35,24-06-2020 06:00:07
Heat check,73M,24-06-2020 08:57:40,24-06-2020 10:05:58
Heat check,73M,24-06-2020 10:05:58,24-06-2020 10:13:40
Heat check,73M,24-06-2020 10:13:40,24-06-2020 11:28:54
Heat check,73M,24-06-2020 11:28:54,24-06-2020 12:23:20
Heat check,73M,24-06-2020 12:23:20,24-06-2020 12:24:23
Heat check,73M,24-06-2020 12:24:23,24-06-2020 12:42:24
Heat check,73M,24-06-2020 12:42:24,24-06-2020 13:33:13
Heat check,73M,24-06-2020 13:33:13,24-06-2020 14:42:00
Heat check,73M,24-06-2020 14:42:00,24-06-2020 14:49:42
Heat check,73M,24-06-2020 14:49:42,24-06-2020 14:51:49
Heat check,73M,24-06-2020 14:51:49,24-06-2020 14:58:27
Heat check,73M,24-06-2020 14:58:27,24-06-2020 15:18:32
Machine Breakdown,73M,24-06-2020 15:18:32,24-06-2020 16:10:14
Heat check,73M,24-06-2020 16:10:14,24-06-2020 16:22:14
Heat check,73M,24-06-2020 16:22:14,24-06-2020 16:30:03
Machine Breakdown,73M,24-06-2020 16:30:03,24-06-2020 17:48:46
Machine Breakdown,73M,24-06-2020 17:48:46,24-06-2020 18:00:13
Heat check,73M,24-06-2020 18:00:13,24-06-2020 18:01:17
Heat check,73M,24-06-2020 18:01:17,24-06-2020 18:06:30
Heat check,73M,24-06-2020 18:06:30,24-06-2020 18:14:29
Heat check,73M,24-06-2020 18:14:29,24-06-2020 18:21:04
Heat check,73M,24-06-2020 18:21:04,24-06-2020 18:31:10
Heat check,73M,24-06-2020 18:31:10,24-06-2020 18:53:30
Heat check,73M,24-06-2020 18:53:30,24-06-2020 18:57:19
Heat check,73M,24-06-2020 18:57:19,24-06-2020 19:05:04
Heat check,73M,24-06-2020 19:05:04,24-06-2020 19:13:17
Machine Breakdown,73M,24-06-2020 19:13:17,24-06-2020 20:32:10
Heat check,73M,24-06-2020 20:32:10,25-06-2020 06:18:43
Heat check,73M,25-06-2020 06:18:43,25-06-2020 06:18:47
Heat check,73M,25-06-2020 06:18:47,25-06-2020 06:19:41
Heat check,73M,25-06-2020 06:19:41,25-06-2020 06:26:20
Machine Breakdown,73M,25-06-2020 06:26:20,25-06-2020 06:28:51
Heat check,73M,25-06-2020 06:28:51,25-06-2020 06:38:09
Heat check,73M,25-06-2020 06:38:09,25-06-2020 06:38:23
Heat check,73M,25-06-2020 06:38:23,25-06-2020 06:45:28
Heat check,73M,25-06-2020 06:45:28,25-06-2020 06:53:39
Overheat,73M,25-06-2020 06:53:39,25-06-2020 07:13:37
Heat check,73M,25-06-2020 07:13:37,25-06-2020 07:36:25
Heat check,73M,25-06-2020 07:36:25,25-06-2020 08:05:41
Machine Breakdown,73M,25-06-2020 08:05:41,25-06-2020 08:20:41
Heat check,73M,25-06-2020 08:20:41,25-06-2020 08:24:42
Heat check,73M,25-06-2020 08:24:42,25-06-2020 09:19:07
Heat check,73M,25-06-2020 09:19:07,25-06-2020 09:54:21
Heat check,73M,25-06-2020 09:54:21,25-06-2020 09:58:29
Heat check,73M,25-06-2020 09:58:29,25-06-2020 10:15:29
Heat check,73M,25-06-2020 10:15:29,25-06-2020 10:19:09
Heat check,73M,25-06-2020 10:19:09,25-06-2020 10:25:14
Machine Breakdown,73M,25-06-2020 10:25:14,25-06-2020 10:39:21
Heat check,73M,25-06-2020 10:39:21,25-06-2020 10:49:07
Machine Breakdown,73M,25-06-2020 10:49:07,25-06-2020 11:31:11
Heat check,73M,25-06-2020 11:31:11,25-06-2020 11:35:46
Heat check,73M,25-06-2020 11:35:46,25-06-2020 11:36:19
Heat check,73M,25-06-2020 11:36:19,25-06-2020 11:36:38
Heat check,73M,25-06-2020 11:36:38,25-06-2020 11:58:28
Heat check,73M,25-06-2020 11:58:28,25-06-2020 12:16:00
Heat check,73M,25-06-2020 12:16:00,25-06-2020 12:17:44
Heat check,73M,25-06-2020 12:17:44,25-06-2020 12:26:42
Heat check,73M,25-06-2020 12:26:42,25-06-2020 13:03:26
Heat check,73M,25-06-2020 13:03:26,25-06-2020 14:25:52
Heat check,73M,25-06-2020 14:25:52,25-06-2020 14:34:04
Heat check,73M,25-06-2020 14:34:04,25-06-2020 15:00:37
Heat check,73M,25-06-2020 15:00:37,25-06-2020 15:16:05
Heat check,73M,25-06-2020 15:16:05,25-06-2020 15:53:04
Heat check,73M,25-06-2020 15:53:04,25-06-2020 16:53:37
Heat check,73M,25-06-2020 16:53:37,25-06-2020 17:33:40
Heat check,73M,25-06-2020 17:33:40,25-06-2020 18:22:34
Heat check,73M,25-06-2020 18:22:34,25-06-2020 18:32:00
Heat check,73M,25-06-2020 18:32:00,25-06-2020 18:34:34
Heat check,73M,25-06-2020 18:34:34,25-06-2020 18:36:45
Heat check,73M,25-06-2020 18:36:45,25-06-2020 18:57:23
Heat check,73M,25-06-2020 18:57:23,25-06-2020 20:57:51
Heat check,73M,25-06-2020 20:57:51,26-06-2020 05:56:32
Heat check,73M,26-06-2020 05:56:32,26-06-2020 05:56:43
Heat check,73M,26-06-2020 05:56:43,26-06-2020 06:03:30
Heat check,73M,26-06-2020 06:03:30,26-06-2020 06:25:00
Machine Breakdown,73M,26-06-2020 06:25:00,26-06-2020 06:35:15
Heat check,73M,26-06-2020 06:35:15,26-06-2020 06:40:02
Heat check,73M,26-06-2020 06:40:02,26-06-2020 06:45:47
Overheat,73M,26-06-2020 06:45:47,26-06-2020 06:56:15
Heat check,73M,26-06-2020 06:56:15,26-06-2020 06:56:36
Heat check,73M,26-06-2020 06:56:36,26-06-2020 07:06:51
Heat check,73M,26-06-2020 07:06:51,26-06-2020 07:08:01
Heat check,73M,26-06-2020 07:08:01,26-06-2020 07:17:18
Heat check,73M,26-06-2020 07:17:18,26-06-2020 08:32:22
Machine Breakdown,73M,26-06-2020 08:32:22,26-06-2020 08:55:56
Heat check,73M,26-06-2020 08:55:56,26-06-2020 09:00:53
Heat check,73M,26-06-2020 09:00:53,26-06-2020 09:34:34
Heat check,73M,26-06-2020 09:34:34,26-06-2020 09:36:07
Heat check,73M,26-06-2020 09:36:07,26-06-2020 09:50:07
Heat check,73M,26-06-2020 09:50:07,26-06-2020 10:10:50
Heat check,73M,26-06-2020 10:10:50,26-06-2020 10:09:46
Heat check,73M,26-06-2020 10:09:46,26-06-2020 11:15:38
Heat check,73M,26-06-2020 11:15:38,26-06-2020 11:39:58
Heat check,74M,26-06-2020 11:39:58,26-06-2020 11:44:51
Heat check,74M,26-06-2020 11:44:51,26-06-2020 11:47:23
Machine Breakdown,74M,26-06-2020 11:47:23,26-06-2020 11:47:25
Heat check,74M,26-06-2020 11:47:25,26-06-2020 12:38:13
Heat check,74M,26-06-2020 12:38:13,26-06-2020 12:47:40
Heat check,74M,26-06-2020 12:47:40,26-06-2020 12:58:08
Heat check,74M,26-06-2020 12:58:08,26-06-2020 13:09:34
Overheat,74M,26-06-2020 13:09:34,26-06-2020 13:35:05
Heat check,74M,26-06-2020 13:35:05,26-06-2020 14:45:18
Heat check,74M,26-06-2020 14:45:18,26-06-2020 14:45:40
Heat check,74M,26-06-2020 14:45:40,26-06-2020 14:57:00
Heat check,74M,26-06-2020 14:57:00,26-06-2020 15:13:16
Heat check,74M,26-06-2020 15:13:16,26-06-2020 15:21:46
Heat check,74M,26-06-2020 15:21:46,26-06-2020 15:34:27
Heat check,74M,26-06-2020 15:34:27,26-06-2020 15:38:32
Heat check,74M,26-06-2020 15:38:32,26-06-2020 15:55:04
Heat check,74M,26-06-2020 15:55:04,26-06-2020 16:17:00
Heat check,74M,26-06-2020 16:17:00,26-06-2020 17:24:38
Heat check,74M,26-06-2020 17:24:38,26-06-2020 17:26:33
Heat check,74M,26-06-2020 17:26:33,26-06-2020 18:13:42
Heat check,74M,26-06-2020 18:13:42,26-06-2020 20:46:13
Heat check,74M,26-06-2020 20:46:13,26-06-2020 21:09:58
Heat check,74M,26-06-2020 21:09:58,27-06-2020 06:06:10
Heat check,74M,27-06-2020 06:06:10,27-06-2020 06:10:04
Heat check,74M,27-06-2020 06:10:04,27-06-2020 06:11:18
Heat check,74M,27-06-2020 06:11:18,27-06-2020 06:12:29
Heat check,74M,27-06-2020 06:12:29,27-06-2020 06:26:28
Machine Breakdown,74M,27-06-2020 06:26:28,27-06-2020 06:28:36
Heat check,74M,27-06-2020 06:28:36,27-06-2020 06:32:25
Heat check,74M,27-06-2020 06:32:25,27-06-2020 06:41:54
Heat check,74M,27-06-2020 06:41:54,27-06-2020 06:42:42
Heat check,74M,27-06-2020 06:42:42,27-06-2020 06:43:14
Heat check,74M,27-06-2020 06:43:14,27-06-2020 06:45:58
Heat check,74M,27-06-2020 06:45:58,27-06-2020 06:47:39
Heat check,74M,27-06-2020 06:47:39,27-06-2020 06:52:29
Heat check,74M,27-06-2020 06:52:29,27-06-2020 07:08:39
Heat check,74M,27-06-2020 07:08:39,27-06-2020 07:11:55
Heat check,74M,27-06-2020 07:11:55,27-06-2020 08:23:59
Machine Breakdown,74M,27-06-2020 08:23:59,27-06-2020 08:36:39
Heat check,74M,27-06-2020 08:36:39,27-06-2020 08:43:59
Heat check,74M,27-06-2020 08:43:59,27-06-2020 08:46:01
Heat check,74M,27-06-2020 08:46:01,27-06-2020 09:03:16
Overheat,74M,27-06-2020 09:03:16,27-06-2020 09:08:07
Heat check,74M,27-06-2020 09:08:07,27-06-2020 09:12:28
Heat check,74M,27-06-2020 09:12:28,27-06-2020 10:21:28
Heat check,74M,27-06-2020 10:21:28,27-06-2020 10:51:53
Machine Breakdown,74M,27-06-2020 10:51:53,27-06-2020 10:54:43
Machine Breakdown,74M,27-06-2020 10:54:43,27-06-2020 12:24:44
Heat check,74M,27-06-2020 12:24:44,27-06-2020 12:39:17
Heat check,74M,27-06-2020 12:39:17,27-06-2020 12:51:28
Heat check,74M,27-06-2020 12:51:28,27-06-2020 13:28:28
Machine Breakdown,74M,27-06-2020 13:28:28,27-06-2020 13:29:58
Machine Breakdown,74M,27-06-2020 13:29:58,27-06-2020 14:30:38
Heat check,74M,27-06-2020 14:30:38,27-06-2020 15:11:06
Heat check,74M,27-06-2020 15:11:06,27-06-2020 15:24:03
Heat check,74M,27-06-2020 15:24:03,27-06-2020 15:51:46
Heat check,74M,27-06-2020 15:51:46,27-06-2020 15:56:41
Machine Breakdown,74M,27-06-2020 15:56:41,27-06-2020 17:18:20
Machine Breakdown,74M,27-06-2020 17:18:20,27-06-2020 17:38:05
Heat check,74M,27-06-2020 17:38:05,27-06-2020 17:57:41
Machine Breakdown,74M,27-06-2020 17:57:41,27-06-2020 18:03:05
Heat check,74M,27-06-2020 18:03:05,27-06-2020 18:16:12
Heat check,74M,27-06-2020 18:16:12,27-06-2020 19:31:10
Heat check,74M,27-06-2020 19:31:10,27-06-2020 19:37:42
Heat check,74M,27-06-2020 19:37:42,27-06-2020 20:57:20
Heat check,74M,27-06-2020 20:57:20,29-06-2020 08:29:00
Heat check,74M,29-06-2020 08:29:00,29-06-2020 08:38:56
Heat check,74M,29-06-2020 08:38:56,29-06-2020 08:40:56
Machine Breakdown,74M,29-06-2020 08:40:56,29-06-2020 08:42:45
Heat check,74M,29-06-2020 08:42:45,29-06-2020 09:16:22
Heat check,74M,29-06-2020 09:16:22,29-06-2020 09:25:52
Heat check,74M,29-06-2020 09:25:52,29-06-2020 09:42:53
Machine Breakdown,74M,29-06-2020 09:42:53,29-06-2020 10:21:45
Heat check,74M,29-06-2020 10:21:45,29-06-2020 10:48:39
Heat check,74M,29-06-2020 10:48:39,29-06-2020 11:58:58
Heat check,74M,29-06-2020 11:58:58,29-06-2020 12:33:00
Machine Breakdown,74M,29-06-2020 12:33:00,29-06-2020 14:17:08
Heat check,74M,29-06-2020 14:17:08,29-06-2020 14:28:17
Heat check,74M,29-06-2020 14:28:17,29-06-2020 14:53:12
Heat check,74M,29-06-2020 14:53:12,29-06-2020 14:56:49
Heat check,74M,29-06-2020 14:56:49,29-06-2020 14:58:43
Heat check,74M,29-06-2020 14:58:43,29-06-2020 14:59:26
Heat check,74M,29-06-2020 14:59:26,29-06-2020 15:00:02
Heat check,74M,29-06-2020 15:00:02,29-06-2020 15:05:38
Heat check,74M,29-06-2020 15:05:38,29-06-2020 15:24:10
Heat check,74M,29-06-2020 15:24:10,29-06-2020 15:50:11
Heat check,74M,29-06-2020 15:50:11,29-06-2020 20:18:07
Heat check,74M,29-06-2020 20:18:07,29-06-2020 20:54:51
Heat check,74M,29-06-2020 20:54:51,30-06-2020 06:46:39
Machine Breakdown,74M,30-06-2020 06:46:39,30-06-2020 07:41:50
Overheat,74M,30-06-2020 07:41:50,30-06-2020 07:48:20
Machine Breakdown,74M,30-06-2020 07:48:20,30-06-2020 08:05:08
Heat check,74M,30-06-2020 08:05:08,30-06-2020 08:17:52
Heat check,74M,30-06-2020 08:17:52,30-06-2020 08:28:41
Heat check,74M,30-06-2020 08:28:41,30-06-2020 08:30:30
Heat check,74M,30-06-2020 08:30:30,30-06-2020 09:04:19
Heat check,74M,30-06-2020 09:04:19,30-06-2020 09:09:49
Heat check,74M,30-06-2020 09:09:49,30-06-2020 09:35:03
Heat check,74M,30-06-2020 09:35:03,30-06-2020 09:40:35
Heat check,74M,30-06-2020 09:40:35,30-06-2020 09:44:38
Heat check,74M,30-06-2020 09:44:38,30-06-2020 09:48:21
Heat check,74M,30-06-2020 09:48:21,30-06-2020 10:03:45
Heat check,74M,30-06-2020 10:03:45,30-06-2020 10:39:14
Heat check,74M,30-06-2020 10:39:14,30-06-2020 10:49:32
Overheat,74M,30-06-2020 10:49:32,30-06-2020 11:45:52
Heat check,74M,30-06-2020 11:45:52,30-06-2020 12:17:38
Overheat,74M,30-06-2020 12:17:38,30-06-2020 12:19:12
Heat check,74M,30-06-2020 12:19:12,30-06-2020 12:33:02
Heat check,74M,30-06-2020 12:33:02,30-06-2020 12:36:03
Heat check,74M,30-06-2020 12:36:03,30-06-2020 12:43:57
Heat check,74M,30-06-2020 12:43:57,30-06-2020 12:44:17
Heat check,75M,30-06-2020 18:13:34,30-06-2020 19:24:15
Heat check,75M,30-06-2020 19:24:15,30-06-2020 20:27:19
Heat check,75M,30-06-2020 20:27:19,30-06-2020 20:39:50
Heat check,75M,30-06-2020 20:39:50,01-07-2020 06:13:32
Machine Breakdown,75M,01-07-2020 06:13:32,01-07-2020 06:13:40
Machine Breakdown,75M,01-07-2020 06:13:40,01-07-2020 06:15:11
Heat check,75M,01-07-2020 06:15:11,01-07-2020 07:02:23
Machine Breakdown,75M,01-07-2020 07:02:23,01-07-2020 07:17:39
Heat check,75M,01-07-2020 07:17:39,01-07-2020 07:19:45
Heat check,75M,01-07-2020 07:19:45,01-07-2020 08:11:44
Heat check,75M,01-07-2020 08:11:44,01-07-2020 08:12:40
Heat check,75M,01-07-2020 08:12:40,01-07-2020 08:17:22
Machine Breakdown,75M,01-07-2020 08:17:22,01-07-2020 08:17:23
Heat check,75M,01-07-2020 08:17:23,01-07-2020 08:48:58
Heat check,75M,01-07-2020 08:48:58,01-07-2020 09:44:08
Machine Breakdown,75M,01-07-2020 09:44:08,01-07-2020 12:22:39
